TF	Target	Importance
552	TBP	DYRK1A	0.0305462685567035
553	NFIC	DYRK1A	0.0305422359317235
554	ZKSCAN7	DYRK1A	0.0305019697913919
555	HMGA2	DYRK1A	0.0304951372601354
556	CNOT6	DYRK1A	0.0304129967975915
557	PRDM15	DYRK1A	0.0304081689669588
558	AEBP2	DYRK1A	0.0303238225681608
559	TPI1	DYRK1A	0.0301480638581634
560	USF1	DYRK1A	0.0299981437177185
561	JDP2	DYRK1A	0.0299055907173211
562	ZFP14	DYRK1A	0.0298573496008463
563	APEX1	DYRK1A	0.0298015418838388
564	PRDX5	DYRK1A	0.0289488124543687
565	ZNF12	DYRK1A	0.0288971228897956
566	IKZF5	DYRK1A	0.0287703302416857
567	MTA3	DYRK1A	0.0287121015360617
568	RNF114	DYRK1A	0.0286921982217872
569	ZNF552	DYRK1A	0.0286853720290459
570	MBD1	DYRK1A	0.028469672882695
571	NR2F6	DYRK1A	0.0284538676096944
572	TAL1	DYRK1A	0.0283347583408472
573	FANK1	DYRK1A	0.0283262837700988
574	METTL3	DYRK1A	0.0282774617048046
575	CUX1	DYRK1A	0.028209439797389
576	USF2	DYRK1A	0.0282017802832479
577	ZNF678	DYRK1A	0.028170675311729
578	LSM6	DYRK1A	0.0280502046122159
579	EZR	DYRK1A	0.0280327278812242
580	ZNF66	DYRK1A	0.0279065273708792
581	ZNF594	DYRK1A	0.0278953128949804
582	ZNF467	DYRK1A	0.0278922900495567
583	TERF2	DYRK1A	0.027760122133994
584	NNT	DYRK1A	0.0275664775268803
585	ZNF398	DYRK1A	0.0275040709322629
586	GFI1	DYRK1A	0.02749857058748
587	BAX	DYRK1A	0.027346317649786
588	TCF23	DYRK1A	0.0271734031656266
589	ZNF546	DYRK1A	0.0271451673867991
590	ZSCAN32	DYRK1A	0.0271171630123695
591	ZNF732	DYRK1A	0.0269662755383569
592	TSNAX	DYRK1A	0.0269081154321102
593	ZNF3	DYRK1A	0.0268948972944766
594	ZNF57	DYRK1A	0.0268404802356945
595	MXI1	DYRK1A	0.0266914639984919
596	ZNF808	DYRK1A	0.0263437290816263
597	ZNF420	DYRK1A	0.02627711000399
598	ZNF710	DYRK1A	0.0262153574824614
599	NKX2-3	DYRK1A	0.0262068281148412
600	IRF3	DYRK1A	0.0261333213139167
601	FOXP4	DYRK1A	0.0260982454124957
602	ZNF426	DYRK1A	0.025496257707558
603	TCF4	DYRK1A	0.0254962041293946
604	NFIX	DYRK1A	0.0253884147685452
605	MAP4K2	DYRK1A	0.0252835699146087
606	PCK2	DYRK1A	0.0252427318280282
607	MED30	DYRK1A	0.0252278431095848
608	ZNF540	DYRK1A	0.0248723009215861
609	RAN	DYRK1A	0.0248297948852885
610	CPTP	DYRK1A	0.0247867948276771
611	ZNF273	DYRK1A	0.0247727139633533
612	METTL14	DYRK1A	0.0246856126112328
613	RPP25	DYRK1A	0.0244921857777133
614	ZNF282	DYRK1A	0.0242274036017187
615	BAD	DYRK1A	0.0241745963080719
616	HNRNPA0	DYRK1A	0.0241288036398366
617	RELA	DYRK1A	0.0240432341471205
618	RFXANK	DYRK1A	0.0239284579821724
619	ETFB	DYRK1A	0.0238520662049758
620	ZNF8	DYRK1A	0.0237522898417169
621	ARNTL2	DYRK1A	0.0236637786272415
622	SPAG7	DYRK1A	0.0234315895137935
623	GTPBP1	DYRK1A	0.0233377798511773
624	CEBPG	DYRK1A	0.0232273008112527
625	SMARCC2	DYRK1A	0.0230349426216751
626	TSN	DYRK1A	0.0230154799256358
627	FHL2	DYRK1A	0.0229854068494413
628	E2F7	DYRK1A	0.0228856638931826
629	DUSP22	DYRK1A	0.0228754968741362
630	MTF1	DYRK1A	0.0228588642458069
631	ZC3H7A	DYRK1A	0.0227316917782461
632	TIMM44	DYRK1A	0.0227170273150753
633	KLF16	DYRK1A	0.0227018578849461
634	HIST1H2BN	DYRK1A	0.0226685962118165
635	GTPBP6	DYRK1A	0.0226629604674079
636	ZNF445	DYRK1A	0.022600354203441
637	KCNIP1	DYRK1A	0.0225422562885724
638	FOXP2	DYRK1A	0.0225000366560496
639	NRL	DYRK1A	0.0224629051916557
640	PRDM10	DYRK1A	0.0224561972300865
641	HDAC3	DYRK1A	0.0224351968900525
642	MYCN	DYRK1A	0.0222800505479518
643	NRF1	DYRK1A	0.0220147258931497
644	SOCS4	DYRK1A	0.0219452041906608
645	PRDM11	DYRK1A	0.0217201929170874
646	ZFP3	DYRK1A	0.0212237890282031
647	SP6	DYRK1A	0.0211892965043584
648	ZIK1	DYRK1A	0.0210443134917234
649	BACH2	DYRK1A	0.0210349438019028
650	MBD4	DYRK1A	0.0210205236554489
651	HDAC2	DYRK1A	0.0208051434382392
652	CREBZF	DYRK1A	0.0207225183424627
653	ZNF667	DYRK1A	0.020703473047695
654	MAZ	DYRK1A	0.0205149505633788
655	ZNF22	DYRK1A	0.0204531636369507
656	P4HB	DYRK1A	0.0202026884394029
657	XRCC1	DYRK1A	0.0199017225751858
658	ZFX	DYRK1A	0.0198453990317076
659	TBX6	DYRK1A	0.019640486197873
660	TOPORS	DYRK1A	0.019635249809477
661	CRTC2	DYRK1A	0.0195810531002577
662	SRP9	DYRK1A	0.0195144522837578
663	ZNF92	DYRK1A	0.0194822727573705
664	THAP12	DYRK1A	0.0194804271593968
665	ZNF232	DYRK1A	0.019474851271845
666	NCALD	DYRK1A	0.0194530460081769
667	FOXN4	DYRK1A	0.0193763251149383
668	ZNF624	DYRK1A	0.0193659117218535
669	HKR1	DYRK1A	0.0192109229022127
670	ZNF740	DYRK1A	0.0191377682060315
671	IRX1	DYRK1A	0.0190574096045408
672	ZNF41	DYRK1A	0.0190533055835864
673	SP4	DYRK1A	0.0189961629592951
674	ZNF226	DYRK1A	0.0187761429285191
675	TRMO	DYRK1A	0.0186929123224248
676	ZNF565	DYRK1A	0.0186647092533141
677	ARNTL	DYRK1A	0.018645872578012
678	TFDP1	DYRK1A	0.0185753044548561
679	PSMA6	DYRK1A	0.0185551247512374
680	ZNF720	DYRK1A	0.0185149499792508
681	ZNF99	DYRK1A	0.0185045296449899
682	CELF5	DYRK1A	0.018396985568084
683	ARID5B	DYRK1A	0.0183402607147506
684	MBNL2	DYRK1A	0.0182776013591464
685	ZNF672	DYRK1A	0.0182634043605625
686	ZNF493	DYRK1A	0.0182608463618857
687	SMARCB1	DYRK1A	0.018182881604044
688	ZNF629	DYRK1A	0.0181798750822076
689	HDAC8	DYRK1A	0.0181652080581148
690	ZNF280D	DYRK1A	0.018003194261965
691	ZNF814	DYRK1A	0.0178146483668262
692	PDLIM5	DYRK1A	0.0177452253093624
693	NR1D2	DYRK1A	0.0177022204266323
694	ZNF660	DYRK1A	0.0176827691849459
695	BRCA1	DYRK1A	0.0176463455246553
696	POU2F2	DYRK1A	0.0176089116186989
697	HTATIP2	DYRK1A	0.0176001489225527
698	ZNF322	DYRK1A	0.0175529907614205
699	DEAF1	DYRK1A	0.0175238764063399
700	ZNF736	DYRK1A	0.0174254993922685
701	ZNF397	DYRK1A	0.0172820679038879
702	ZNF675	DYRK1A	0.0172578000702365
703	ZNF597	DYRK1A	0.0172143341134719
704	NFIL3	DYRK1A	0.0171047832701828
705	HOXB6	DYRK1A	0.0169248479567248
706	MBD2	DYRK1A	0.016922802441669
707	ZNF484	DYRK1A	0.0168814338075766
708	ZNF117	DYRK1A	0.0167276664867375
709	ZNF677	DYRK1A	0.0166372544471252
710	ZNF182	DYRK1A	0.0166331229086356
711	SOX15	DYRK1A	0.0165668575401327
712	TCF7L1	DYRK1A	0.0165021481644287
713	ID2	DYRK1A	0.0163765334914397
714	HOXA5	DYRK1A	0.0162854296040695
715	ZNF169	DYRK1A	0.0161909410448135
716	ZNF267	DYRK1A	0.0161200220730456
717	CXXC1	DYRK1A	0.0160579458314848
718	KLF2	DYRK1A	0.015945356756878
719	HIVEP3	DYRK1A	0.0159014184358329
720	ZNF773	DYRK1A	0.0157726814745402
721	RARA	DYRK1A	0.0157527671532545
722	POLD2	DYRK1A	0.0157023855710576
723	FOXK1	DYRK1A	0.0156471745912646
724	MRPS25	DYRK1A	0.015567797201599
725	PHOX2A	DYRK1A	0.0154858597734263
726	ZCCHC14	DYRK1A	0.0154620417801072
727	ZNF639	DYRK1A	0.0154303597036855
728	KLF1	DYRK1A	0.0153173255131417
729	ZNF682	DYRK1A	0.0152526078072189
730	CARF	DYRK1A	0.0152105573696617
731	TWIST1	DYRK1A	0.0150864558640976
732	CREB3L4	DYRK1A	0.0150785817234097
733	ZBTB7C	DYRK1A	0.0150021670152994
734	CD59	DYRK1A	0.0149787477092596
735	AGGF1	DYRK1A	0.0149355323160947
736	ZNF317	DYRK1A	0.0148946493843854
737	ZNF763	DYRK1A	0.0148531008889169
738	ZNF331	DYRK1A	0.0147701240202443
739	ZNF251	DYRK1A	0.0146960745780015
740	ZNF559	DYRK1A	0.0146920206760745
741	LARP1	DYRK1A	0.014601438002472
742	CERS3	DYRK1A	0.0145748052021751
743	MZF1	DYRK1A	0.0145360023509078
744	ZNF75D	DYRK1A	0.0145268921585341
745	ZNF225	DYRK1A	0.0145171633891068
746	CCDC25	DYRK1A	0.0144988014918094
747	ZNF557	DYRK1A	0.0144760804067072
748	SNAPC5	DYRK1A	0.0144746628694444
749	ZNF48	DYRK1A	0.0144403164029842
750	HOXB5	DYRK1A	0.0144180191639947
751	ARFGAP1	DYRK1A	0.0143801928542592
752	KLF13	DYRK1A	0.0143325125655886
753	ZMAT2	DYRK1A	0.0142773293370171
754	ZNF836	DYRK1A	0.0142607864532705
755	E2F6	DYRK1A	0.014249782456998
756	CEBPD	DYRK1A	0.0142311422294937
757	ZNF778	DYRK1A	0.0141876176397243
758	ZNF780B	DYRK1A	0.0141741917595069
759	SF1	DYRK1A	0.0141256108168066
760	ZNF776	DYRK1A	0.0140829777654732
761	ZNF555	DYRK1A	0.0139348906706307
762	GTF2A1	DYRK1A	0.0139347935916664
763	NR2C2	DYRK1A	0.0139312651697294
764	U2AF1	DYRK1A	0.0138055448977777
765	RUFY3	DYRK1A	0.0136810887421681
766	NMRAL1	DYRK1A	0.0136308703554167
767	ZNF727	DYRK1A	0.0135851727934407
768	OTUD4	DYRK1A	0.013576296557115
769	ZNF784	DYRK1A	0.0133887308590563
770	ZBTB1	DYRK1A	0.0132301038077388
771	ZKSCAN8	DYRK1A	0.0132138213517261
772	STAT5A	DYRK1A	0.0131570625649166
773	MEF2D	DYRK1A	0.0130982027897579
774	ZBTB18	DYRK1A	0.0130430976382533
775	ZNF195	DYRK1A	0.0129983516296128
776	SPI1	DYRK1A	0.012947993976969
777	RFC3	DYRK1A	0.0128558734464281
778	ZNF234	DYRK1A	0.0127667406134146
779	WISP2	DYRK1A	0.012453033517055
780	PPARA	DYRK1A	0.0122344992238936
781	TEF	DYRK1A	0.0121913107939995
782	ZBTB48	DYRK1A	0.0119997630465668
783	RXRA	DYRK1A	0.0119707063107388
784	ZBTB2	DYRK1A	0.011969723530554
785	H2AFY	DYRK1A	0.0119472204583499
786	PHF21A	DYRK1A	0.0119247382905997
787	USP39	DYRK1A	0.0118521367335229
788	ZNF527	DYRK1A	0.0118087185668729
789	NOC2L	DYRK1A	0.0117941791199423
790	CANX	DYRK1A	0.0115634998491092
791	ZNF235	DYRK1A	0.0114741203334427
792	RIOK2	DYRK1A	0.0114260324672613
793	ZNF250	DYRK1A	0.0113908955456807
794	POU2F3	DYRK1A	0.0113168125467771
795	HOXA7	DYRK1A	0.0112577585846208
796	CDC5L	DYRK1A	0.0111703236871821
797	ZNF655	DYRK1A	0.0111339043201857
798	ZNF829	DYRK1A	0.0110765315659585
799	CBFB	DYRK1A	0.0110253454407517
800	GOT1	DYRK1A	0.0109219416913599
801	ZFHX3	DYRK1A	0.0108210016018549
802	ZNF701	DYRK1A	0.0108158066283533
803	ZNF574	DYRK1A	0.0107293242578987
804	PSMD12	DYRK1A	0.0107231900983805
805	ZNF121	DYRK1A	0.0106959721865024
806	ZNF69	DYRK1A	0.0106810945702349
807	HLCS	DYRK1A	0.01067935132293
808	SNAPC4	DYRK1A	0.010669411502421
809	BCL6	DYRK1A	0.0106153052458158
810	NELFA	DYRK1A	0.0105546497487485
811	NELFB	DYRK1A	0.0104681285141718
812	AHRR	DYRK1A	0.0104436005424886
813	CBFA2T2	DYRK1A	0.0104387740768043
814	ZNF771	DYRK1A	0.0104330288456004
815	PRDM7	DYRK1A	0.0102975747621351
816	ZNF335	DYRK1A	0.0102798610260187
817	RFX8	DYRK1A	0.0102711205039316
818	ZNF551	DYRK1A	0.0100005390799909
819	NFYA	DYRK1A	0.00996442740426584
820	EGR3	DYRK1A	0.00992923667663945
821	GRHPR	DYRK1A	0.00990664123349879
822	ZNF189	DYRK1A	0.00987912359106386
823	ZNF134	DYRK1A	0.00986427390030481
824	ZNF157	DYRK1A	0.00966344368856643
825	SALL4	DYRK1A	0.00955911606404008
826	ZNF24	DYRK1A	0.00953355441608953
827	ZNF791	DYRK1A	0.00953134188107931
828	CFL2	DYRK1A	0.00945791465700754
829	PBX2	DYRK1A	0.00943463251787547
830	HOMEZ	DYRK1A	0.00937412564943839
831	ZNF670	DYRK1A	0.00934039659066778
832	RBBP9	DYRK1A	0.00926668567289429
833	MAFK	DYRK1A	0.00921286619669606
834	RBM42	DYRK1A	0.00920916361118075
835	DMAP1	DYRK1A	0.00916738770105866
836	MAFG	DYRK1A	0.00916108742126413
837	THAP5	DYRK1A	0.00915252415420101
838	HOXA10	DYRK1A	0.00909455169114436
839	ZNF664	DYRK1A	0.00902191065146304
840	TIMM8A	DYRK1A	0.00898433822835728
841	ZNF718	DYRK1A	0.00896822087184426
842	CERS2	DYRK1A	0.00881598801230355
843	ZNF879	DYRK1A	0.00876784088353599
844	RBM22	DYRK1A	0.00875462479952508
845	HOXA3	DYRK1A	0.00871231887579961
846	NFE2L2	DYRK1A	0.00868919298500129
847	ZBTB14	DYRK1A	0.00863007177384501
848	RFX1	DYRK1A	0.00861655199720051
849	ZNF587	DYRK1A	0.0086024082768854
850	ZNF792	DYRK1A	0.00859569883279377
851	ZNF202	DYRK1A	0.00858250792945254
852	ZNF507	DYRK1A	0.00856347013111599
853	ZNF281	DYRK1A	0.00855200168622157
854	POLI	DYRK1A	0.00850879406811756
855	ZNF80	DYRK1A	0.00848686346816723
856	GLIS3	DYRK1A	0.00837068747712891
857	GZF1	DYRK1A	0.00830569217426826
858	VPS4B	DYRK1A	0.00822364645230258
859	NR5A1	DYRK1A	0.00816706451827544
860	CPEB1	DYRK1A	0.00816162789080444
861	XRCC4	DYRK1A	0.00812914836616361
862	NFE2	DYRK1A	0.00809934304860757
863	ZNF354C	DYRK1A	0.00808537814713626
864	ZNF786	DYRK1A	0.00798479890733911
865	ZNF229	DYRK1A	0.00796027095431945
866	ZKSCAN3	DYRK1A	0.00795721803859574
867	NR3C1	DYRK1A	0.00790887108870824
868	ZNF534	DYRK1A	0.00782032622016373
869	ZBTB25	DYRK1A	0.00781225907301588
870	ZNF85	DYRK1A	0.00778729206461226
871	ATF7	DYRK1A	0.00777142401393404
872	ZDHHC24	DYRK1A	0.00776947878290962
873	HMG20A	DYRK1A	0.0077174071554827
874	SNRNP70	DYRK1A	0.00768254917293202
875	ZNF263	DYRK1A	0.00766337983528703
876	MYC	DYRK1A	0.00764620997262996
877	ZNF695	DYRK1A	0.0075831449939087
878	NR1H2	DYRK1A	0.0074652153596247
879	ZBTB8B	DYRK1A	0.00745755986456253
880	CEBPZ	DYRK1A	0.00743546739802962
881	ZNF687	DYRK1A	0.0074315794590167
882	ZFP62	DYRK1A	0.00739441912292511
883	ZNF227	DYRK1A	0.00738369368741022
884	MSX1	DYRK1A	0.00729747651024177
885	ZNF429	DYRK1A	0.0072636090088101
886	ZNF236	DYRK1A	0.00724894015361813
887	FOXB1	DYRK1A	0.00724805304140345
888	ZNF790	DYRK1A	0.00722530635305273
889	HOXA2	DYRK1A	0.00719551883951202
890	SRF	DYRK1A	0.00718562215778545
891	ELF3	DYRK1A	0.00718451519302858
892	UGP2	DYRK1A	0.00717233550579052
893	CEBPE	DYRK1A	0.0071664766025066
894	VEZF1	DYRK1A	0.0071412152708901
895	ZNF589	DYRK1A	0.00709166516088024
896	TP53	DYRK1A	0.0069767524171644
897	BATF3	DYRK1A	0.00694638279273207
898	ATF6B	DYRK1A	0.00691176186730882
899	ZNF626	DYRK1A	0.0068819383451646
900	ZBTB4	DYRK1A	0.00684458959417786
901	PKNOX1	DYRK1A	0.00682822404894173
902	ZNF14	DYRK1A	0.00681135400699221
903	GPANK1	DYRK1A	0.00680613689410941
904	ZNF136	DYRK1A	0.00679866621604842
905	BCL6B	DYRK1A	0.00679331734854895
906	SAP30	DYRK1A	0.00675166222523341
907	ZNF598	DYRK1A	0.00674492215730683
908	ZNF789	DYRK1A	0.00665568180247998
909	MTHFD1	DYRK1A	0.00663086522342885
910	ZSCAN20	DYRK1A	0.0065650514935743
911	HSF1	DYRK1A	0.00656397027172699
912	ZBTB6	DYRK1A	0.00653786686913172
913	ING3	DYRK1A	0.00652453819702143
914	HSF2	DYRK1A	0.00651205532355384
915	ZNF425	DYRK1A	0.00650868902841115
916	SUCLG1	DYRK1A	0.00644982498646332
917	RARB	DYRK1A	0.00644869434638098
918	ZNF711	DYRK1A	0.00644542596609424
919	ZBED6	DYRK1A	0.00641103118478767
920	ASAP3	DYRK1A	0.00639755295794399
921	DIS3	DYRK1A	0.00637640426758309
922	RFC2	DYRK1A	0.0063687485910625
923	ZNF561	DYRK1A	0.0063434001488496
924	TCF7	DYRK1A	0.00631915543111325
925	TBPL2	DYRK1A	0.0063165765773893
926	DPF1	DYRK1A	0.00630530701222807
927	ZNF528	DYRK1A	0.00622731317975006
928	ZXDB	DYRK1A	0.00619701764566864
929	VPS72	DYRK1A	0.00613163937884935
930	LAS1L	DYRK1A	0.006108655704302
931	PKM	DYRK1A	0.00610508750975901
932	ZNF596	DYRK1A	0.00610081753308949
933	ZNF385A	DYRK1A	0.00608930623635043
934	ZNF665	DYRK1A	0.00604502026183416
935	ZNF749	DYRK1A	0.00599998666484912
936	ZNF606	DYRK1A	0.0058269468272134
937	PHF8	DYRK1A	0.00582278907618405
938	TMEM33	DYRK1A	0.00582271320639344
939	DGCR8	DYRK1A	0.00581696671766674
940	DAB2	DYRK1A	0.0057749942624553
941	ZNF430	DYRK1A	0.00571867062761409
942	ZNF423	DYRK1A	0.0056702848497339
943	KAT2A	DYRK1A	0.00564943882708317
944	TERF1	DYRK1A	0.00564867679230229
945	CSNK2B	DYRK1A	0.00563841938794361
946	TET1	DYRK1A	0.00558459335880553
947	PLAGL2	DYRK1A	0.00554461526374463
948	ZNF28	DYRK1A	0.00553259650575305
949	ZBTB5	DYRK1A	0.00552863577273489
950	RUVBL1	DYRK1A	0.00547745186743772
951	LEF1	DYRK1A	0.00545853817789737
952	STAT6	DYRK1A	0.00538052490834962
953	MIOS	DYRK1A	0.00537511935951146
954	SREBF1	DYRK1A	0.00528495483428779
955	ZNF628	DYRK1A	0.00527816330116073
956	ZNF300	DYRK1A	0.00521652488513087
957	MSC	DYRK1A	0.00519527695105119
958	TRIM66	DYRK1A	0.00519106918594712
959	ZFP37	DYRK1A	0.00519081018492407
960	SATB1	DYRK1A	0.00517148284310861
961	TFE3	DYRK1A	0.00511476344456896
962	SND1	DYRK1A	0.00497142960363996
963	ESRRG	DYRK1A	0.00492968576434087
964	DUSP26	DYRK1A	0.00491595018801187
965	SMAD4	DYRK1A	0.00485411157933991
966	ZNF615	DYRK1A	0.00474554624124271
967	ZSCAN30	DYRK1A	0.00471420208573002
968	ZNF485	DYRK1A	0.00462210543355775
969	ZNF704	DYRK1A	0.00461731826355953
970	PBX4	DYRK1A	0.00460734426769743
971	CSTF2	DYRK1A	0.00455055117473059
972	EXOSC3	DYRK1A	0.00450322686447738
973	ZNF441	DYRK1A	0.00450306160290653
974	CTBP1	DYRK1A	0.00450117564596082
975	TEAD4	DYRK1A	0.00448045995400274
976	NUAK1	DYRK1A	0.00446981731529285
977	NR1H3	DYRK1A	0.00436528380567307
978	KLF8	DYRK1A	0.00435800803223609
979	ZNF709	DYRK1A	0.0042944972332633
980	ZNF77	DYRK1A	0.00417353065221274
981	RXRB	DYRK1A	0.0040533883420722
982	ZNF774	DYRK1A	0.00403822095710331
983	ZSCAN29	DYRK1A	0.00400304508831255
984	ZNF30	DYRK1A	0.00392775243051899
985	PICK1	DYRK1A	0.00391655182910602
986	ZNF394	DYRK1A	0.00388756745751021
987	ZNF622	DYRK1A	0.00387825992107345
988	MYPOP	DYRK1A	0.00387662275806844
989	THAP11	DYRK1A	0.0038761368556426
990	ALX3	DYRK1A	0.00382704103701839
991	ZNF662	DYRK1A	0.00376688267395421
992	VSX2	DYRK1A	0.00376274879010904
993	ZNF700	DYRK1A	0.00374347690331748
994	SSRP1	DYRK1A	0.00372798428482238
995	ZNF543	DYRK1A	0.00365401580292411
996	NR4A3	DYRK1A	0.00362443148420031
997	EEF1AKMT3	DYRK1A	0.00362138584114146
998	SP1	DYRK1A	0.00358234140552232
999	GABPA	DYRK1A	0.00357855255193138
1000	ZNF112	DYRK1A	0.00352613261226812
1001	PAX8	DYRK1A	0.00344362845470444
1002	ZNF706	DYRK1A	0.00337893343403345
1003	MEX3C	DYRK1A	0.00333236739336794
1004	ZNF461	DYRK1A	0.00330479661496201
1005	ING4	DYRK1A	0.0032569581588227
1006	TP73	DYRK1A	0.00320522959209296
1007	ZNF391	DYRK1A	0.00316384738612204
1008	ZNF384	DYRK1A	0.00314147417495576
1009	ZNF764	DYRK1A	0.00314001442043233
1010	VDR	DYRK1A	0.00304378060703131
1011	ZNF275	DYRK1A	0.00300511134513805
1012	ZNF519	DYRK1A	0.0029680678119885
1013	MBTPS2	DYRK1A	0.00296128246674756
1014	ZNF584	DYRK1A	0.00295733765073067
1015	EGR1	DYRK1A	0.00292791823501995
1016	ZNF260	DYRK1A	0.00292765762456852
1017	POU6F1	DYRK1A	0.00291950431887105
1018	ZNF592	DYRK1A	0.00281542746889148
1019	ZNF138	DYRK1A	0.00281369061026283
1020	HBP1	DYRK1A	0.00265098992778701
1021	CNOT3	DYRK1A	0.0026435772314841
1022	ZNF70	DYRK1A	0.00258960233771452
1023	HIC1	DYRK1A	0.00257593284608606
1024	AGMAT	DYRK1A	0.00248695316073512
1025	EGR2	DYRK1A	0.0024663884705246
1026	MDM2	DYRK1A	0.00244836118197481
1027	FIP1L1	DYRK1A	0.0024469074540294
1028	ZSCAN21	DYRK1A	0.00241206930704388
1029	ZNF563	DYRK1A	0.00239670927907165
1030	MXD3	DYRK1A	0.00228872179295936
1031	ELK1	DYRK1A	0.00228845030928375
1032	FAAP24	DYRK1A	0.0022139670462866
1033	ZNF575	DYRK1A	0.00218609545179748
1034	E2F1	DYRK1A	0.00209291920997552
1035	TRIM21	DYRK1A	0.00187154585778708
1036	FIZ1	DYRK1A	0.00184927406400009
1037	EWSR1	DYRK1A	0.00180547882742684
1038	MECP2	DYRK1A	0.00165132369642285
1039	ZNF600	DYRK1A	0.00144871663344181
1040	ZNF746	DYRK1A	0.00137407342172205
1041	ZNF101	DYRK1A	0.00136835886211441
1042	ZNF354B	DYRK1A	0.00136001960607867
1043	ZNF358	DYRK1A	0.00135170804711013
1044	ZNF787	DYRK1A	0.00126244469768985
1045	NUAK2	DYRK1A	0.0012594026394975
1046	SNRPB2	DYRK1A	0.0012550319186512
1047	ZNF407	DYRK1A	0.0012010687052695
1048	ZNF510	DYRK1A	0.00117731620306189
1049	ZNF408	DYRK1A	0.00116074400569291
1050	ZNF730	DYRK1A	0.00110938105971898
1051	TGIF2	DYRK1A	0.00107192052465305
1052	APEX2	DYRK1A	0.0010631028000181
1053	ZNF580	DYRK1A	0.00105847062901933
1054	PPP2R3B	DYRK1A	0.000998665266692634
1055	PRDM4	DYRK1A	0.000873157759348419
1056	ATF5	DYRK1A	0.000861401812442555
1057	HINFP	DYRK1A	0.000826555620255623
1058	PARP1	DYRK1A	0.000783267218825378
1059	ZNF524	DYRK1A	0.000746361400872672
1060	IRF4	DYRK1A	0.000713817413530128
1061	EXO5	DYRK1A	0.000631522181221237
1062	TAF7	DYRK1A	0.0005915424101292
1063	TIMELESS	DYRK1A	0.000427212575106267
1064	ZBTB24	DYRK1A	0.000422484809522313
1065	ZNF513	DYRK1A	0.000395577286375845
1066	ZBTB32	DYRK1A	0.000378316164618464
1067	MITF	DYRK1A	0.000254887448709671
1068	BHLHE40	DYRK1A	0.00025020535763052
1069	ZNF283	DYRK1A	0.000191244254958021
1070	FOSL1	DYRK1A	0.000138762725705549
1071	ZNF696	DYRK1A	0.00012857271547736
1072	RFXAP	DYRK1A	0.00012566572061733
1073	ZNF529	DYRK1A	8.29999596772263e-05
1074	DMC1	DYRK1A	6.69699638606496e-06
1075	ZFP69B	DYRK1A	5.17486689018115e-06
1076	LBX2	DYRK1A	4.86560835699359e-06
1077	ZNF443	DYRK1A	3.09878770719166e-06
